row_id,group,series,char,relation_in_shuowen,shuowen_gloss,shuowen_id,daxu_fanqie,guangyun_position,guangyun_fanqie,mc_bs2014,mc_match_method,mc_confidence,guangyun_all_readings,oc_bs2014,oc_status,oc_zhengzhang,oc_zz_status,duan_rhyme_group,series_head_rhyme_group,duan_semantic_remarks,duan_loan_extension_remarks,claimed_core,claimed_core_source,code_core,alt_core,code_alt_core,coder,coder_note,flags,src_gloss,src_duan,src_mc,duan_full_notes
82,youwen,皮,被,聲,𡪢衣，長一身有半。从衣皮聲。,5299,平義切,並三B支去,平義,bjeH,identical_fanqie,high,並三B支上 皮彼切 bjeX | 並三B支去 平義切 bjeH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,引伸爲橫被四表之被,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",N,偏斜/覆被,Y,"Claude (first pass, unverified)",寝衣，覆被,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,論語鄉黨篇曰。必有寢衣。長一身有半。孔安國曰。今被也。鄭注曰。今小臥被是也。引伸爲橫被四表之被。 ‖ 皮義切。古音在十七部。
83,youwen,皮,頗,聲,頭偏也。从頁皮聲。,5648,滂禾切,滂一歌平,滂禾,pha,identical_fanqie,high,滂一歌平 滂禾切 pha | 滂一歌上 普火切 phaX | 滂一歌去 普過切 phaH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,引伸爲凡偏之偁 / 以頗引伸之義釋偏也 / 言古文之假借也,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",N,偏斜/覆被,Y,"Claude (first pass, unverified)",头偏,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,引伸爲凡偏之偁。洪範曰。無偏無頗。遵王之義。人部曰。偏者、頗也。以頗引伸之義釋偏也。俗語曰頗多頗久頗有、猶言偏多偏久偏有也。古借陂爲頗。如洪範古本作無偏無陂。顏師古匡謬正俗、李善文選注所引皆作陂。可證。迄乎天寶。乃據其時所用本作頗、而詔改爲陂。一若古無作陂者。不學而作聰之過也。陂義古皆在歌戈部。則又不知古音之過耳。 ‖ 滂禾切。十七部。又匹我切。言部曰。詖古文以爲頗字。言古文之假借也。
84,youwen,皮,髲,聲,鬄也。从髟皮聲。,5716,平義切,並三B支去,平義,bjeH,identical_fanqie,high,並三B支去 平義切 bjeH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",N,偏斜/覆被,E,"Claude (first pass, unverified)",假发，覆被义勉强,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,各本作鬄也二字。今正。庸風正義引說文云。髲、益髮也。言人髮少、聚他人髮益之。下十字古注語。髲字不見於經傳。假被字爲之。召南。被之僮僮。傳曰。被、首飾也。箋云。禮主婦髲𩮜。少牢饋食禮。主婦被錫。注曰。被錫讀爲髲𩮜。古者或𩮜賤者、㓝者之髮。以髲婦人之紒爲飾。因名髲𩮜焉。周禮所謂次也。按如鄭說、則詩禮之被皆卽髲也。以𩮜爲髲、卽是以𩮜爲鬄。許云益髮。不謂爲禮服。鄭說不同者、髲本髮少裨益之名。因用爲禮服之名。庸風不㞕髢也、自謂髮䯾。不假益髮爲髻。要燕居則縰筓總而巳。禮服筓總之後、必分別加副編次於上爲飾。副編次皆假他髮爲之也。周禮追師之次。禮經曰髲𩮜。詩曰被。 ‖ 平義切。古音在十七部。
85,youwen,皮,破,聲,石碎也。从石皮聲。,6015,普過切,滂一歌去,普過,phaH,identical_fanqie,high,滂一歌去 普過切 phaH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,引伸爲碎之偁,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",Y,偏斜/覆被,,"Claude (first pass, unverified)",石碎,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,瓦部曰𤭢者、破也。然則碎𤭢䊳三篆同義。引伸爲碎之偁。古有假破爲坡者。如衞風傳云。泮、坡也。亦作陂。亦作破。 ‖ 普過切。十七部。
86,youwen,皮,駊,聲,駊騀也。从馬皮聲。,6165,普火切,滂一歌上,普火,phaX,identical_fanqie,high,幫一歌上 布火切 paX | 滂一歌上 普火切 phaX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",N,偏斜/覆被,E,"Claude (first pass, unverified)",马摇头，偏,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,逗。二字曡韵。 ‖ 也廣韵作皃。駊騀於頗俄皆近。 ‖ 普火切。十七部。
87,youwen,皮,㝿,聲,蹇也。从𡯂皮聲。,6597,布火切,幫一歌上,布火,paX,identical_fanqie,high,幫一歌上 布火切 paX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",N,偏斜/覆被,Y,"Claude (first pass, unverified)",蹇，偏,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,足部曰。蹇者、㝿也。二篆爲轉注。㝿俗作跛。或以沾入足部。致正俗複出。非也。今之經傳有跛無㝿。王制公羊、穀梁傳皆作跛。 ‖ 布火切。十七部。
88,youwen,皮,波,聲,水涌流也。从水皮聲。,7138,博禾切,幫一歌平,博禾,pa,identical_fanqie,high,幫一歌平 博禾切 pa,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,皆引伸之義也 / 又假借爲陂字,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",N,偏斜/覆被,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,左傳。其波及晉國者。莊子。夫孰能不波。皆引伸之義也。又假借爲陂字。見漢書。 ‖ 博禾切。十七部。
89,youwen,皮,鮍,聲,魚名。从魚皮聲。,7569,𢾭羈切,滂三B支平,敷羈,phje,rhyme+tone_only,medium,滂三B支平 敷羈切 phje,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",X,偏斜/覆被,,"Claude (first pass, unverified)",鱼名,proper_name_excluded,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,敷羈切。古音在十七部。
90,youwen,皮,披,聲,从㫄持曰披。从手皮聲。,7907,𢾭羈切,滂三B支平,敷羈,phje,rhyme+tone_only,low,滂三B支平 敷羈切 phje | 滂三B支上 匹靡切 phjeX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十六部,十七部,按披陂皆有旁其邊之意 / 此則司馬貞不知古義之言,,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",E,偏斜/覆被,Y,"Claude (first pass, unverified)","从旁持；段注""旁其邊""",mc_low;rhyme_group_differs_from_head,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,士喪禮設披。注曰。披、絡桺棺上。貫結於戴。人君旁牽之以備傾𧇾。又執披者旁四人。注曰。前後左右各二人。此從旁持之義也。五帝本紀。黃帝披山通道。徐廣曰。披、他本亦作陂字。葢當音詖。陂者、旁其邊之謂也。按披陂皆有旁其邊之意。中散能知之。而索隱云披音如字。謂披山林艸木而行、以通道也。此則司馬貞不知古義之言。葢俗解訓披爲開。廣韵云披、開也。分也。散也。木部柀訓析也。柀靡字如此作。而淺人以披訓析。改柀靡爲披靡。莫有能諟正者。 ‖ 敷羈切。舊彼義切。古音在十六部。
91,youwen,皮,紴,聲,絛屬。从糸皮聲。讀若被，或讀若水波之波。,8622,博禾切,幫一歌平,博禾,pa,identical_fanqie,high,幫一歌平 博禾切 pa | 滂三B支上 匹靡切 phjeX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",N,偏斜/覆被,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,按急就篇䋐緞紃三字相聯。必三者爲一類也。緞葢本作紴。篆形皮叚相似而譌。縀乃又譌緞。說者因以𡳐後帖解耳。未知是否。 ‖ 博禾切。十七部。
92,youwen,皮,坡,聲,阪也。从土皮聲。,8981,滂禾切,滂一歌平,滂禾,pha,identical_fanqie,high,滂一歌平 滂禾切 pha,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,是坡陂二字音義皆同也,此釋叚借之法 / 謂泮卽坡之雙聲叚借也,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",N,偏斜/覆被,Y,"Claude (first pass, unverified)",阪，倾斜,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,𨸏部曰。坡者曰阪。此二篆轉注也。又曰。陂、阪也。是坡陂二字音義皆同也。坡謂其陂陀。毛詩。隰則有泮。傳曰。泮、坡也。此釋叚借之法。謂泮卽坡之雙聲叚借也。鄭不從其說。而易之曰讀爲畔。 ‖ 滂禾切。十七部。
93,youwen,皮,鈹,聲,大鍼也。一曰劒如刀裝者。从金皮聲。,9287,敷羈切,滂三B支平,敷羈,phje,identical_fanqie,high,滂三B支平 敷羈切 phje,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,,,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",E,偏斜/覆被,,"Claude (first pass, unverified)",大针/剑，剖割之器,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,玄應曰。醫家用以破癰。 ‖ 敷羈切。古音在十七部。 ‖ 劒㒳刃。刀一刃。而裝不同。實劒而用刀削裹之是曰鈹。左傳曰。夾之以鈹。
94,youwen,皮,陂,聲,阪也。一曰沱也。从𨸏皮聲。,9578,彼爲切,幫三B支平,彼爲,pje,identical_fanqie,high,幫三B支平 彼爲切 pje | 幫三B支去 彼義切 pjeH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十七部,十七部,陂與坡音義皆同,故引申之義爲傾邪,分析、剖离,"段注""詖""下""凡从皮之字皆有分析之意""",N,偏斜/覆被,Y,"Claude (first pass, unverified)",阪，倾斜,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,陂與坡音義皆同。凡陂必邪立。故引申之義爲傾邪。子虛賦。罷池陂陀。言旁穨也。易。無平不陂。洪範。無偏無陂。 ‖ 彼爲切。古音在十七部。 ‖ 池各本作沱。誤。今依韵會正。說詳水部。池與沱形義皆別。此云陂者、池也。故水部有池篆、云陂也。正考老轉注之例。詩惟召南言沱。餘多言池。不可淆溷。許書沼、池也。洼、深池也。潢、積水池也。湖、大陂也。汥、水都也。漥、一曰窊也。洿、一曰窊下也。義皆同物。豈可改爲沱乎。陂得訓池者、陂言其外之障。池言其中所蓄之水。故曰劉媼嘗息大澤之陂。謂大澤之旁也。曰叔度汪汪若千頃陂。卽謂千頃池也。湖訓大陂。卽大池也。陳風。彼澤之陂。傳曰。陂、澤障也。月令注曰。畜水曰陂。凡經傳云陂池者、兼言其內外。或分析言之。或舉一以互見。許池與陂互訓。渾言之也。陂有叚波爲之者。如漢諸侯王表曰波漢之陽、西域傳曰傍南山北波河。
95,youwen,兼,兼,phonetic_head,并也。从又持秝。兼持二禾，秉持一禾。,4443,古甜切,見開四添平,古甜,kem,identical_fanqie,high,見開四添平 古甜切 kem | 見開四添去 古念切 kemH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,七部,七部,,,兼并、二物相合,"《说文》""兼，并也""",H,不足、收敛,,"Claude (first pass, unverified)","""并也""",,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,幷、相從也。 ‖ 會意。古甜切。七部。
96,youwen,兼,蒹,聲,雚之未秀者。从艸兼聲。,420,古恬切,見開四添平,古甜,kem,initial+rhyme+tone,high,見開四添平 古甜切 kem,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,七部,七部,,,兼并、二物相合,"《说文》""兼，并也""",N,不足、收敛,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,蒙上茅秀而及？之秀與未秀也。凡經言？葦、言蒹葭、言葭菼皆竝舉二物。蒹、菼、？一也。今人所謂荻也。葭、葦一也。今人所謂蘆也。？一名薍、一名鵻、一名蒹。葦一名華。釋艸曰。葭華、蒹薕。每二字爲一物。又曰。葭藘、菼薍。亦每二字爲一物。葭蘆卽葭華也。菼薍卽蒹薕也。夏小正傳、毛公、許君說皆同此。舍人、李巡、樊光則云蘆薍爲一艸。陸璣、郭樸則又蒹葭菼爲三矣。夏小正七月秀？葦傳曰。未秀則不爲？葦。秀然後爲？葦。又曰。？未秀爲菼。葦未秀爲蘆。按已秀曰？。未秀則曰蒹、曰薍、曰菼也。於此不列？篆者。以小篆大篆隔之也。 ‖ 古恬切。七部。
97,youwen,兼,嗛,聲,口有所銜也。从口兼聲。,801,戶監切,溪開四添上,苦簟,khemX,no_match_first_reading,medium,溪開四添上 苦簟切 khemX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,,七部,,假借爲銜字 / 亦假借爲歉字 / 亦假借爲謙字,兼并、二物相合,"《说文》""兼，并也""",E,不足、收敛,,"Claude (first pass, unverified)",口有所衔,duan_rhyme_missing,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,夏小正曰。田鼠者、嗛鼠也。爾雅鼸鼠。古本亦作嗛。故孫叔然云。嗛者、頰裏也。廣韵曰。嗛、蝯藏食處也。嗛鼠食積於頰。人食似之。故頰車或曰鼸車。假借爲銜字。如佞幸傳大后由此嗛韓嫣是也。亦假借爲歉字。商銘嗛嗛之食、嗛嗛之德是也。亦假借爲謙字。如子夏周易、漢藝文志謙卦作嗛是也。志云。合於易之嗛嗛。一嗛而四益。轉寫下句从言。遂滋異說。 ‖ 戶監切。古音葢在七部。
